Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,385.01",-34.79,-1.44,"1,524,364,418.10"
Sensitive Index,449.12,-5.76,-1.27,"1,379,730,000.00"
Float Index,162.59,-2.25,-1.36,"1,513,170,000.00"
Sensitive Float Index,143.47,-1.66,-1.14,"980,050,000.00"
Banking SubIndex,"1,586.80",-12.94,-0.81,"279,578,364.40"
Development Bank Index,"4,106.51",-71.57,-1.71,"114,118,166.80"
Finance Index,"1,831.24",-45.05,-2.40,"81,357,265.40"
Hotels And Tourism,"3,072.79",3.14,0.10,"26,124,170.30"
HydroPower Index,"2,732.82",-52.92,-1.90,"386,597,196.20"
Investment,79.04,-1.62,-2.01,"96,776,223.90"
Life Insurance,"13,056.83",-214.23,-1.61,"142,324,646.00"
Manufacturing And Processing,"5,635.19",-99.70,-1.74,"99,117,747.20"
Microfinance Index,"4,739.07",-51.37,-1.07,"147,031,145.10"
Mutual Fund,15.14,-0.19,-1.24,"6,243,571.01"
Non Life Insurance,"11,053.72",-235.12,-2.08,"77,106,616.80"
Others Index,"1,830.68",-48.00,-2.56,"57,763,875.20"
Trading Index,"2,217.69",-40.78,-1.81,"5,270,737.60"
