Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,305.88",-0.27,-0.02,"1,293,711,383.00"
Sensitive Index,278.19,-0.48,-0.17,"1,339,860,000.00"
Float Index,92.57,-0.04,-0.04,"1,265,800,000.00"
Sensitive Float Index,91.60,-0.23,-0.25,"1,112,840,000.00"
Banking SubIndex,"1,130.67",-7.95,-0.70,"238,882,000.00"
Development Bank Index,"1,765.03",-5.23,-0.30,"451,453,000.00"
Finance Index,655.72,-2.21,-0.34,"75,952,100.00"
Hotels And Tourism,"2,018.24",16.16,0.81,"4,643,020.00"
HydroPower Index,991.57,-7.13,-0.71,"27,266,500.00"
Life Insurance,"7,389.90",-32.87,-0.44,"146,237,000.00"
Manufacturing And Processing,"2,456.73",-12.45,-0.50,"49,010,100.00"
Microfinance Index,"2,188.96",90.95,4.34,"524,523,000.00"
Mutual Fund,10.12,-0.14,-1.36,"472,682.00"
Non Life Insurance,"5,676.81",97.19,1.74,"362,899,000.00"
Others Index,672.54,-1.99,-0.30,"19,676,900.00"
Trading Index,801.84,16.30,2.08,"4,035,360.00"
