Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,440.87",16.04,0.66,"8,903,538,731.00"
Sensitive Index,451.82,-0.24,-0.05,"9,074,540,000.00"
Float Index,166.49,1.11,0.67,"8,678,190,000.00"
Sensitive Float Index,144.52,0.17,0.11,"7,268,010,000.00"
Banking SubIndex,"1,769.64",24.22,1.39,"2,934,850,000.00"
Development Bank Index,"2,556.01",-20.77,-0.81,"1,327,320,000.00"
Finance Index,"1,163.94",-6.78,-0.58,"550,957,000.00"
Hotels And Tourism,"2,018.83",-24.07,-1.18,"22,676,300.00"
HydroPower Index,"1,925.93",-3.56,-0.18,"802,640,000.00"
Life Insurance,"16,860.07",-88.58,-0.52,"1,257,360,000.00"
Manufacturing And Processing,"6,002.95",-17.91,-0.30,"199,358,000.00"
Microfinance Index,"4,061.38",-49.60,-1.21,"1,093,360,000.00"
Mutual Fund,12.27,0.05,0.42,"32,297,300.00"
Non Life Insurance,"11,785.66",79.34,0.68,"2,458,800,000.00"
Others Index,"1,975.74",31.60,1.63,"585,395,000.00"
Trading Index,"2,984.94",90.77,3.14,"18,920,400.00"
