Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,959.12",16.49,0.85,"1,873,018,024.09"
Sensitive Index,371.31,3.58,0.97,"601,171,967.00"
Float Index,136.57,0.90,0.67,"1,848,154,700.70"
Sensitive Float Index,123.02,0.78,0.63,"598,839,680.90"
Banking SubIndex,"1,246.26",2.15,0.17,"228,318,332.80"
Development Bank Index,"3,593.02",0.30,0.01,"66,642,937.60"
Finance Index,"1,640.84",-7.45,-0.45,"61,043,071.50"
Hotels And Tourism,"4,009.96",171.47,4.47,"154,013,797.30"
HydroPower Index,"2,428.58",-7.51,-0.31,"390,724,539.00"
Investment,67.18,0.34,0.51,"78,076,914.90"
Life Insurance,"10,102.78",120.20,1.20,"150,202,474.00"
Manufacturing And Processing,"4,921.93",220.66,4.69,"230,818,039.90"
Microfinance Index,"3,612.67",77.11,2.18,"201,474,399.00"
Mutual Fund,13.77,-0.03,-0.21,"3,402,960.59"
Non Life Insurance,"9,558.46",121.45,1.29,"192,778,890.50"
Others Index,"1,401.80",21.09,1.53,"77,024,790.40"
Trading Index,"2,230.91",35.15,1.60,"17,036,513.80"
