Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,878.70",3.04,0.16,"694,222,217.36"
Sensitive Index,363.13,1.18,0.32,"173,358,644.10"
Float Index,130.54,0.22,0.17,"617,664,957.80"
Sensitive Float Index,119.50,0.53,0.45,"173,157,592.60"
Banking SubIndex,"1,201.15",0.58,0.04,"122,025,705.60"
Development Bank Index,"3,634.58",27.04,0.74,"29,267,706.30"
Finance Index,"1,640.86",13.12,0.80,"20,217,872.40"
Hotels And Tourism,"4,722.18",-20.10,-0.42,"16,373,821.70"
HydroPower Index,"1,974.98",4.20,0.21,"142,656,376.90"
Investment,65.20,0.25,0.39,"36,935,220.90"
Life Insurance,"9,794.73",12.83,0.13,"98,555,817.90"
Manufacturing And Processing,"4,963.15",-40.42,-0.80,"34,466,890.10"
Microfinance Index,"3,507.53",2.98,0.08,"50,775,860.50"
Mutual Fund,18.45,-0.08,-0.46,"4,345,285.07"
Non Life Insurance,"9,684.42",83.21,0.86,"50,397,326.00"
Others Index,"1,387.90",1.93,0.13,"10,634,211.50"
Trading Index,"2,700.83",21.95,0.81,"5,358,148.00"
