Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,045.45",29.47,1.46,"1,510,488,984.60"
Sensitive Index,390.28,4.30,1.11,"471,785,320.90"
Float Index,141.70,2.06,1.47,"1,499,887,631.40"
Sensitive Float Index,129.23,1.52,1.19,"470,556,882.90"
Banking SubIndex,"1,280.89",9.54,0.75,"241,320,093.00"
Development Bank Index,"3,842.56",43.55,1.14,"93,270,974.40"
Finance Index,"1,764.52",33.82,1.95,"62,138,902.40"
Hotels And Tourism,"5,708.73",68.50,1.21,"128,851,396.30"
HydroPower Index,"2,147.09",57.28,2.74,"240,294,495.70"
Investment,71.25,1.07,1.52,"57,206,040.80"
Life Insurance,"11,282.31",276.29,2.51,"211,145,537.80"
Manufacturing And Processing,"5,340.47",42.80,0.80,"146,207,504.30"
Microfinance Index,"3,732.34",61.80,1.68,"112,386,674.10"
Mutual Fund,18.90,0.12,0.67,"3,792,176.80"
Non Life Insurance,"10,975.28",232.22,2.16,"157,314,818.70"
Others Index,"1,503.04",13.37,0.89,"30,829,751.90"
Trading Index,"2,916.80",55.49,1.93,"18,921,442.00"
