Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,693.12",29.82,1.11,"7,568,226,197.37"
Sensitive Index,450.27,3.97,0.89,"2,238,570,226.36"
Float Index,181.64,1.99,1.11,"7,307,411,585.50"
Sensitive Float Index,150.98,1.39,0.93,"2,238,570,226.36"
Banking SubIndex,"1,367.47",11.19,0.82,"408,924,601.20"
Development Bank Index,"5,546.24",45.49,0.82,"552,795,471.60"
Finance Index,"2,605.80",51.43,2.01,"277,269,642.20"
Hotels And Tourism,"6,510.79",91.08,1.41,"65,314,451.00"
HydroPower Index,"3,523.72",53.45,1.54,"2,279,892,901.20"
Investment,109.27,2.33,2.18,"929,608,694.86"
Life Insurance,"13,562.71",114.33,0.85,"604,861,066.74"
Manufacturing And Processing,"7,247.27",41.99,0.58,"319,354,529.40"
Microfinance Index,"4,910.90",30.59,0.62,"406,927,866.40"
Mutual Fund,19.12,-0.03,-0.15,"11,249,520.27"
Non Life Insurance,"12,350.52",96.65,0.78,"174,186,018.90"
Others Index,"2,462.82",50.32,2.08,"1,261,055,677.30"
Trading Index,"4,293.21",-11.33,-0.26,"27,220,664.70"
