Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,705.38",-9.43,-0.34,"8,923,650,346.99"
Sensitive Index,465.90,-1.35,-0.28,"3,317,122,018.00"
Float Index,186.27,-0.57,-0.30,"8,790,365,145.50"
Sensitive Float Index,159.06,-0.50,-0.31,"3,317,122,018.00"
Banking SubIndex,"1,396.00",-2.25,-0.16,"418,373,842.10"
Development Bank Index,"5,796.46",-34.62,-0.59,"521,698,234.40"
Finance Index,"2,543.86",-43.28,-1.67,"617,454,716.50"
Hotels And Tourism,"7,288.25",-140.33,-1.88,"188,748,719.80"
HydroPower Index,"3,465.31",-1.15,-0.03,"4,296,040,749.10"
Investment,104.99,-0.68,-0.64,"572,024,471.50"
Life Insurance,"13,224.64",-47.88,-0.36,"282,024,184.70"
Manufacturing And Processing,"9,118.78",-42.97,-0.46,"798,629,428.10"
Microfinance Index,"5,016.07",-12.77,-0.25,"343,812,503.70"
Mutual Fund,20.90,-0.13,-0.65,"29,817,652.09"
Non Life Insurance,"11,172.87",-33.68,-0.30,"137,766,399.40"
Others Index,"2,409.02",6.34,0.26,"604,430,055.20"
Trading Index,"3,792.69",-52.40,-1.36,"9,361,841.00"
