Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,391.46",-17.33,-1.23,"1,259,320,850.00"
Sensitive Index,288.86,-4.98,-1.70,"1,261,610,000.00"
Float Index,97.55,-1.17,-1.19,"1,234,080,000.00"
Sensitive Float Index,95.06,-1.65,-1.71,"1,058,160,000.00"
Banking SubIndex,"1,182.37",-19.36,-1.61,"541,408,000.00"
Development Bank Index,"1,733.31",-32.23,-1.83,"168,555,000.00"
Finance Index,656.08,-3.04,-0.46,"89,657,600.00"
Hotels And Tourism,"1,500.85",-9.39,-0.62,"5,566,520.00"
HydroPower Index,949.62,-5.79,-0.61,"57,882,400.00"
Life Insurance,"8,439.69",-76.88,-0.90,"129,568,000.00"
Manufacturing And Processing,"2,655.37",-58.11,-2.14,"57,406,100.00"
Microfinance Index,"2,348.39",-29.22,-1.23,"125,271,000.00"
Mutual Fund,10.62,-0.06,-0.53,"9,699,230.00"
Non Life Insurance,"6,603.36",-49.18,-0.74,"311,684,000.00"
Others Index,808.31,-1.11,-0.14,"87,650,100.00"
Trading Index,841.34,10.95,1.32,"2,072,120.00"
