Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,560.84",18.07,0.71,"3,831,584,423.16"
Sensitive Index,453.96,4.46,0.99,"1,342,320,216.50"
Float Index,175.67,1.32,0.76,"3,791,544,571.60"
Sensitive Float Index,153.26,1.52,1.00,"1,342,320,216.50"
Banking SubIndex,"1,447.14",16.49,1.15,"437,910,502.10"
Development Bank Index,"5,442.15",7.42,0.13,"414,645,202.90"
Finance Index,"2,245.11",-9.90,-0.43,"120,864,648.60"
Hotels And Tourism,"7,085.70",22.14,0.31,"69,316,914.50"
HydroPower Index,"3,514.75",17.88,0.51,"1,528,073,246.40"
Investment,95.05,0.05,0.06,"130,820,233.90"
Life Insurance,"11,232.55",51.31,0.45,"58,643,070.50"
Manufacturing And Processing,"10,609.87",130.71,1.24,"737,686,555.10"
Microfinance Index,"4,428.75",26.92,0.61,"152,926,549.90"
Mutual Fund,19.69,0.13,0.71,"12,697,285.56"
Non Life Insurance,"9,484.94",194.23,2.09,"70,966,267.60"
Others Index,"1,804.04",9.02,0.50,"64,076,424.60"
Trading Index,"3,238.64",-3.03,-0.09,"5,614,955.50"
