Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,104.72",10.26,0.48,"4,566,522,230.81"
Sensitive Index,381.06,0.86,0.22,"1,027,737,076.60"
Float Index,144.08,0.52,0.36,"4,515,273,045.00"
Sensitive Float Index,125.40,0.11,0.09,"1,020,159,399.20"
Banking SubIndex,"1,162.68",-0.74,-0.06,"275,687,965.30"
Development Bank Index,"4,088.09",2.91,0.07,"138,331,118.80"
Finance Index,"1,810.57",9.00,0.49,"75,278,201.60"
Hotels And Tourism,"5,500.83",6.20,0.11,"91,376,598.50"
HydroPower Index,"2,653.12",28.43,1.08,"1,905,801,075.60"
Investment,80.51,0.78,0.98,"392,556,160.00"
Life Insurance,"10,750.70",77.56,0.72,"294,318,653.20"
Manufacturing And Processing,"5,807.95",26.96,0.46,"253,679,686.70"
Microfinance Index,"3,783.18",-2.18,-0.05,"122,602,777.80"
Mutual Fund,18.83,0.02,0.14,"5,974,925.62"
Non Life Insurance,"10,964.59",-12.56,-0.11,"177,414,392.70"
Others Index,"1,768.07",28.53,1.64,"781,011,347.80"
Trading Index,"2,841.34",12.71,0.44,"7,215,067.00"
