Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,029.03",56.88,2.88,"2,860,345,781.68"
Sensitive Index,391.31,9.98,2.62,"1,175,897,215.00"
Float Index,142.22,3.80,2.74,"2,833,071,649.70"
Sensitive Float Index,129.48,3.96,3.16,"1,172,349,199.60"
Banking SubIndex,"1,365.78",24.47,1.82,"512,229,193.70"
Development Bank Index,"3,599.58",116.55,3.35,"172,967,263.90"
Finance Index,"1,714.94",87.60,5.38,"242,104,763.40"
Hotels And Tourism,"2,871.47",76.42,2.60,"31,266,699.50"
HydroPower Index,"2,254.66",105.74,4.92,"820,772,257.10"
Investment,62.05,1.75,2.91,"101,165,785.10"
Life Insurance,"10,081.74",385.58,3.98,"145,357,543.70"
Manufacturing And Processing,"5,206.19",112.96,2.22,"194,749,265.90"
Microfinance Index,"4,486.34",113.54,2.60,"309,189,944.70"
Mutual Fund,13.72,0.19,1.41,"4,786,414.98"
Non Life Insurance,"8,294.75",348.53,4.39,"139,408,959.90"
Others Index,"1,553.46",41.98,2.78,"157,209,024.80"
Trading Index,"1,949.54",47.08,2.47,"6,650,948.00"
