Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,391.74",2.56,0.11,"3,375,699,339.00"
Sensitive Index,430.49,0.44,0.10,"3,388,740,000.00"
Float Index,164.84,0.27,0.16,"3,285,320,000.00"
Sensitive Float Index,140.24,0.41,0.29,"2,377,050,000.00"
Banking SubIndex,"1,716.98",3.67,0.21,"888,298,000.00"
Development Bank Index,"2,480.82",-2.35,-0.09,"450,076,000.00"
Finance Index,"1,119.25",1.21,0.11,"221,214,000.00"
Hotels And Tourism,"2,642.71",86.00,3.36,"17,443,800.00"
HydroPower Index,"2,074.67",-31.83,-1.51,"630,376,000.00"
Investment,93.51,0.20,0.22,"343,123,000.00"
Life Insurance,"15,951.98",230.29,1.46,"351,824,000.00"
Manufacturing And Processing,"5,267.90",23.25,0.44,"73,356,200.00"
Microfinance Index,"4,112.51",27.36,0.67,"376,592,000.00"
Mutual Fund,12.73,-0.01,-0.06,"24,142,000.00"
Non Life Insurance,"11,813.70",-62.60,-0.53,"681,365,000.00"
Others Index,"1,858.01",-20.11,-1.07,"461,720,000.00"
Trading Index,"3,708.94",-72.59,-1.92,"22,725,600.00"
