Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,257.59",52.97,2.40,"7,620,498,520.87"
Sensitive Index,401.25,9.59,2.44,"2,163,212,851.20"
Float Index,153.98,3.89,2.59,"7,275,599,176.00"
Sensitive Float Index,133.02,3.48,2.69,"2,152,536,992.60"
Banking SubIndex,"1,239.67",44.72,3.74,"833,123,373.90"
Development Bank Index,"4,519.18",53.84,1.20,"495,543,513.30"
Finance Index,"2,617.93",34.44,1.33,"840,765,115.30"
Hotels And Tourism,"5,659.59",59.92,1.07,"128,969,357.40"
HydroPower Index,"2,763.32",88.30,3.30,"2,047,890,522.10"
Investment,82.19,1.05,1.30,"574,087,410.10"
Life Insurance,"10,948.59",220.85,2.05,"451,136,968.60"
Manufacturing And Processing,"6,719.54",174.37,2.66,"386,638,171.70"
Microfinance Index,"4,887.38",40.13,0.82,"731,908,583.40"
Mutual Fund,20.08,0.34,1.74,"17,921,389.97"
Non Life Insurance,"11,282.70",140.48,1.26,"442,228,205.50"
Others Index,"1,715.16",33.48,1.99,"368,854,160.90"
Trading Index,"3,064.96",66.31,2.21,"22,719,456.10"
