Index,Current,Point Change,% Change,Turnover
NEPSE Index,"3,044.86",-49.18,-1.59,"15,651,244,505.00"
Sensitive Index,562.88,-8.57,-1.50,"15,707,200,000.00"
Float Index,213.04,-3.54,-1.64,"15,577,300,000.00"
Sensitive Float Index,189.81,-2.94,-1.52,"10,701,300,000.00"
Banking SubIndex,"1,995.02",-30.05,-1.48,"2,170,480,000.00"
Development Bank Index,"5,906.82",-53.19,-0.89,"2,844,550,000.00"
Finance Index,"3,290.46",21.88,0.67,"3,009,450,000.00"
Hotels And Tourism,"3,521.72",-31.71,-0.89,"53,763,100.00"
HydroPower Index,"3,593.56",-89.26,-2.42,"4,821,540,000.00"
Investment,108.88,-1.93,-1.75,"434,589,000.00"
Life Insurance,"17,273.74",-304.20,-1.73,"452,268,000.00"
Manufacturing And Processing,"7,089.77",-38.48,-0.54,"528,370,000.00"
Microfinance Index,"5,813.49",-115.02,-1.94,"1,683,950,000.00"
Mutual Fund,16.51,-0.06,-0.36,"61,021,600.00"
Non Life Insurance,"14,162.55",-253.07,-1.76,"917,613,000.00"
Others Index,"1,975.08",-36.62,-1.82,"565,058,000.00"
Trading Index,"3,680.96",-62.16,-1.66,"21,449,700.00"
