Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,828.00",-47.49,-1.65,"6,726,361,869.00"
Sensitive Index,523.70,-9.87,-1.85,"7,479,160,000.00"
Float Index,195.74,-3.23,-1.62,"6,645,810,000.00"
Sensitive Float Index,171.52,-3.11,-1.78,"4,456,420,000.00"
Banking SubIndex,"1,923.99",-26.44,-1.36,"1,192,800,000.00"
Development Bank Index,"4,068.16",-167.13,-3.95,"1,355,060,000.00"
Finance Index,"2,044.45",-87.61,-4.11,"646,373,000.00"
Hotels And Tourism,"3,568.31",-1.32,-0.04,"144,056,000.00"
HydroPower Index,"2,814.05",-76.03,-2.63,"1,752,690,000.00"
Investment,108.26,-3.84,-3.43,"495,139,000.00"
Life Insurance,"17,172.40",-165.98,-0.96,"276,077,000.00"
Manufacturing And Processing,"5,906.44",-34.98,-0.59,"131,497,000.00"
Microfinance Index,"5,217.56",26.40,0.51,"712,830,000.00"
Mutual Fund,15.33,-0.07,-0.43,"35,205,900.00"
Non Life Insurance,"14,133.57",-251.53,-1.75,"825,945,000.00"
Others Index,"2,137.19",-51.33,-2.35,"678,780,000.00"
Trading Index,"3,688.66",-47.53,-1.27,"13,029,700.00"
