Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,076.96",-0.80,-0.04,"3,797,986,583.24"
Sensitive Index,388.62,0.11,0.03,"1,296,184,571.80"
Float Index,143.40,-0.15,-0.10,"3,498,723,976.60"
Sensitive Float Index,127.16,0.01,0.01,"1,289,207,242.40"
Banking SubIndex,"1,208.80",-0.21,-0.02,"399,079,686.50"
Development Bank Index,"3,777.51",-2.78,-0.07,"157,609,296.60"
Finance Index,"1,948.44",51.34,2.71,"424,074,754.00"
Hotels And Tourism,"5,930.93",-103.67,-1.72,"494,353,740.40"
HydroPower Index,"2,355.40",-31.38,-1.31,"529,603,524.30"
Investment,73.15,0.04,0.06,"107,712,416.50"
Life Insurance,"12,176.82",-9.72,-0.08,"486,751,675.80"
Manufacturing And Processing,"5,571.60",53.39,0.97,"240,284,407.90"
Microfinance Index,"3,944.23",43.84,1.12,"263,453,866.40"
Mutual Fund,14.46,0.04,0.29,"6,564,199.05"
Non Life Insurance,"11,222.78",-19.84,-0.18,"318,381,892.30"
Others Index,"1,548.19",3.39,0.22,"57,598,007.90"
Trading Index,"2,697.79",0.26,0.01,"19,820,708.00"
