Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,540.51",3.26,0.21,"3,134,135,908.00"
Sensitive Index,306.24,2.28,0.75,"3,139,680,000.00"
Float Index,106.41,0.45,0.43,"3,069,940,000.00"
Sensitive Float Index,100.50,0.82,0.83,"2,486,470,000.00"
Banking SubIndex,"1,228.89",14.68,1.21,"769,664,000.00"
Development Bank Index,"1,784.39",20.98,1.19,"343,547,000.00"
Finance Index,685.54,6.94,1.02,"157,905,000.00"
Hotels And Tourism,"1,570.98",-17.45,-1.10,"10,755,800.00"
HydroPower Index,"1,155.73",12.20,1.07,"416,613,000.00"
Life Insurance,"9,740.60",-79.32,-0.81,"424,446,000.00"
Manufacturing And Processing,"3,062.50",-38.05,-1.23,"114,330,000.00"
Microfinance Index,"2,592.51",-23.20,-0.89,"303,241,000.00"
Mutual Fund,10.77,0.04,0.36,"3,347,910.00"
Non Life Insurance,"8,108.75",-254.59,-3.04,"1,032,530,000.00"
Others Index,"1,017.91",-0.27,-0.03,"331,671,000.00"
Trading Index,"1,003.09",-1.06,-0.11,"3,001,650.00"
