Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,927.28",11.68,0.61,"1,707,752,977.82"
Sensitive Index,368.95,2.09,0.57,"1,589,360,000.00"
Float Index,132.89,0.87,0.66,"1,693,770,000.00"
Sensitive Float Index,119.78,0.97,0.81,"1,078,830,000.00"
Banking SubIndex,"1,312.70",4.44,0.34,"319,042,469.90"
Development Bank Index,"3,260.61",26.35,0.81,"118,550,530.70"
Finance Index,"1,466.70",20.14,1.39,"137,707,370.10"
Hotels And Tourism,"2,554.00",41.38,1.65,"10,508,878.40"
HydroPower Index,"2,209.66",30.15,1.38,"482,654,906.80"
Investment,62.63,0.57,0.92,"83,979,236.00"
Life Insurance,"9,468.00",11.13,0.12,"116,774,781.50"
Manufacturing And Processing,"4,926.98",65.89,1.36,"127,042,015.60"
Microfinance Index,"4,188.95",16.09,0.39,"172,844,286.90"
Mutual Fund,14.09,0.02,0.18,"6,457,935.68"
Non Life Insurance,"7,816.63",74.47,0.96,"50,066,949.10"
Others Index,"1,417.18",3.07,0.22,"65,872,991.00"
Trading Index,"1,927.83",26.09,1.37,"8,722,057.20"
