Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,932.11",-123.34,-6.00,"7,209,180,213.00"
Sensitive Index,370.67,-21.62,-5.51,"6,186,590,000.00"
Float Index,130.82,-7.59,-5.48,"7,100,770,000.00"
Sensitive Float Index,118.07,-6.01,-4.84,"4,982,910,000.00"
Banking SubIndex,"1,433.69",-64.90,-4.33,"1,749,670,000.00"
Development Bank Index,"2,143.10",-76.27,-3.44,"864,073,000.00"
Finance Index,875.87,-19.53,-2.18,"411,812,000.00"
Hotels And Tourism,"1,968.48",-81.99,-4.00,"30,129,100.00"
HydroPower Index,"1,645.16",-86.51,-5.00,"702,959,000.00"
Life Insurance,"11,565.88","-1,040.81",-8.26,"964,639,000.00"
Manufacturing And Processing,"4,411.82",-362.41,-7.59,"427,562,000.00"
Microfinance Index,"2,964.43",-224.19,-7.03,"609,496,000.00"
Mutual Fund,11.21,-0.20,-1.78,"42,036,800.00"
Non Life Insurance,"9,343.35",-569.25,-5.74,"1,633,800,000.00"
Others Index,"1,633.76",-164.09,-9.13,"1,630,040,000.00"
Trading Index,"1,991.78",-159.54,-7.42,"14,062,000.00"
