Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,815.13",-23.83,-1.30,"1,072,480,097.23"
Sensitive Index,355.60,-3.83,-1.06,"1,028,020,000.00"
Float Index,126.25,-1.52,-1.19,"1,062,920,000.00"
Sensitive Float Index,114.98,-1.31,-1.12,"805,570,000.00"
Banking SubIndex,"1,272.03",-9.05,-0.71,"431,205,910.90"
Development Bank Index,"3,200.50",-49.31,-1.52,"57,856,155.40"
Finance Index,"1,477.68",-39.04,-2.57,"51,909,697.20"
Hotels And Tourism,"2,501.10",-20.67,-0.82,"8,884,051.60"
HydroPower Index,"1,930.44",-50.29,-2.54,"215,659,471.50"
Investment,55.49,-1.61,-2.82,"52,381,856.30"
Life Insurance,"8,648.48",-63.30,-0.73,"27,247,993.90"
Manufacturing And Processing,"4,594.34",-84.46,-1.81,"41,597,442.10"
Microfinance Index,"4,047.89",-51.24,-1.25,"112,316,080.50"
Mutual Fund,13.48,-0.04,-0.28,"2,394,829.04"
Non Life Insurance,"7,427.59",-59.10,-0.79,"29,341,805.80"
Others Index,"1,294.92",-21.87,-1.66,"27,421,391.90"
Trading Index,"1,756.89",-34.46,-1.92,"7,098,616.50"
