Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,144.16",47.07,2.24,"2,560,191,288.71"
Sensitive Index,404.10,9.95,2.52,"956,496,032.30"
Float Index,148.48,3.52,2.43,"2,538,373,549.60"
Sensitive Float Index,132.87,3.60,2.78,"954,740,005.30"
Banking SubIndex,"1,270.09",35.28,2.86,"432,898,984.30"
Development Bank Index,"4,056.50",161.33,4.14,"322,281,906.30"
Finance Index,"1,994.87",69.54,3.61,"232,600,115.40"
Hotels And Tourism,"5,951.76",154.29,2.66,"178,847,597.10"
HydroPower Index,"2,401.31",34.20,1.44,"299,099,902.30"
Investment,74.31,1.26,1.72,"115,228,709.90"
Life Insurance,"12,274.01",282.86,2.36,"241,631,375.20"
Manufacturing And Processing,"5,716.22",78.70,1.40,"201,667,605.40"
Microfinance Index,"4,110.86",61.30,1.51,"225,563,322.50"
Mutual Fund,15.08,-0.07,-0.49,"6,190,694.28"
Non Life Insurance,"11,549.96",262.11,2.32,"233,410,178.20"
Others Index,"1,569.95",20.46,1.32,"47,413,942.00"
Trading Index,"2,675.96",38.02,1.44,"7,729,911.00"
