Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,646.95",-11.97,-0.45,"5,163,334,522.53"
Sensitive Index,451.32,-2.59,-0.57,"2,812,418,311.60"
Float Index,180.52,-0.95,-0.52,"4,971,517,522.10"
Sensitive Float Index,153.27,-0.96,-0.62,"2,812,418,311.60"
Banking SubIndex,"1,370.44",-8.21,-0.59,"451,155,546.40"
Development Bank Index,"5,482.94",-39.53,-0.71,"375,068,508.80"
Finance Index,"2,359.94",-21.43,-0.90,"89,241,666.90"
Hotels And Tourism,"6,771.46",-32.11,-0.47,"119,368,682.60"
HydroPower Index,"3,411.97",-13.45,-0.39,"2,543,309,131.40"
Investment,111.85,-0.09,-0.08,"372,805,133.80"
Life Insurance,"13,070.43",-63.48,-0.48,"226,831,656.80"
Manufacturing And Processing,"7,254.30",-2.75,-0.03,"261,869,951.50"
Microfinance Index,"4,724.18",-39.50,-0.82,"180,449,763.70"
Mutual Fund,19.23,0.08,0.46,"20,660,447.04"
Non Life Insurance,"12,221.39",-83.97,-0.68,"145,213,779.40"
Others Index,"2,315.58",-12.79,-0.54,"190,711,949.80"
Trading Index,"4,291.55",21.09,0.49,"15,491,751.00"
