Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,094.33",52.26,2.56,"4,869,184,016.01"
Sensitive Index,390.56,7.18,1.87,"1,375,813,237.80"
Float Index,145.21,3.19,2.25,"4,683,825,266.60"
Sensitive Float Index,128.48,1.59,1.26,"1,371,373,820.90"
Banking SubIndex,"1,232.93",-3.55,-0.29,"374,339,680.80"
Development Bank Index,"3,761.17",50.12,1.35,"168,225,558.90"
Finance Index,"1,722.73",35.77,2.12,"149,702,485.80"
Hotels And Tourism,"5,078.75",294.40,6.15,"269,777,291.30"
HydroPower Index,"2,673.76",102.01,3.97,"1,222,699,334.70"
Investment,72.61,1.04,1.45,"241,328,230.20"
Life Insurance,"11,575.74",694.14,6.38,"565,749,046.70"
Manufacturing And Processing,"5,530.86",142.01,2.64,"515,359,613.40"
Microfinance Index,"3,906.88",103.52,2.72,"275,974,097.90"
Mutual Fund,14.20,0.12,0.83,"6,783,780.27"
Non Life Insurance,"11,201.23",500.30,4.68,"632,124,346.90"
Others Index,"1,524.69",86.30,6.00,"233,150,042.50"
Trading Index,"2,626.00",87.08,3.43,"35,395,537.50"
