Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,357.25",13.37,0.57,"1,326,865,931.83"
Sensitive Index,447.77,3.61,0.81,"1,238,590,000.00"
Float Index,160.98,0.86,0.54,"1,282,770,000.00"
Sensitive Float Index,143.40,1.20,0.84,"879,663,000.00"
Banking SubIndex,"1,584.95",6.03,0.38,"252,674,118.40"
Development Bank Index,"4,066.95",32.89,0.82,"120,111,597.50"
Finance Index,"1,750.11",7.86,0.45,"78,926,495.20"
Hotels And Tourism,"3,039.67",31.14,1.04,"9,890,431.00"
HydroPower Index,"2,628.54",11.24,0.43,"320,385,279.40"
Investment,76.95,0.40,0.53,"92,716,596.70"
Life Insurance,"12,784.90",97.66,0.77,"113,695,456.30"
Manufacturing And Processing,"5,540.56",24.62,0.45,"63,404,226.00"
Microfinance Index,"4,792.81",33.19,0.70,"114,478,847.70"
Mutual Fund,15.12,0.08,0.51,"2,997,604.90"
Non Life Insurance,"10,782.59",62.44,0.58,"82,496,392.70"
Others Index,"1,805.44",19.45,1.09,"30,007,526.30"
Trading Index,"2,211.22",0.87,0.04,"3,985,946.20"
