Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,178.57",13.07,0.60,"4,425,472,339.00"
Sensitive Index,418.14,4.45,1.08,"4,510,710,000.00"
Float Index,148.05,0.98,0.66,"4,283,510,000.00"
Sensitive Float Index,134.05,1.51,1.14,"3,719,470,000.00"
Banking SubIndex,"1,647.50",11.80,0.72,"1,450,750,000.00"
Development Bank Index,"2,209.85",22.95,1.05,"707,119,000.00"
Finance Index,884.33,3.60,0.41,"293,466,000.00"
Hotels And Tourism,"1,898.73",0.85,0.05,"5,023,040.00"
HydroPower Index,"1,661.54",-12.80,-0.76,"304,764,000.00"
Life Insurance,"13,924.25",24.83,0.18,"406,395,000.00"
Manufacturing And Processing,"5,624.12",30.60,0.55,"258,426,000.00"
Microfinance Index,"3,409.06",56.31,1.68,"491,268,000.00"
Mutual Fund,11.60,0.09,0.80,"18,758,500.00"
Non Life Insurance,"9,931.51",112.66,1.15,"1,212,640,000.00"
Others Index,"1,785.88",6.33,0.36,"391,004,000.00"
Trading Index,"2,349.35",-20.99,-0.89,"12,288,200.00"
