Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,691.55",17.20,0.64,"7,610,828,050.00"
Sensitive Index,480.29,3.78,0.79,"7,134,520,000.00"
Float Index,185.73,1.56,0.85,"7,388,400,000.00"
Sensitive Float Index,156.68,1.91,1.24,"5,730,990,000.00"
Banking SubIndex,"1,838.76",17.81,0.98,"1,835,350,000.00"
Development Bank Index,"2,794.90",39.36,1.43,"2,281,180,000.00"
Finance Index,"1,278.20",-1.36,-0.11,"443,516,000.00"
Hotels And Tourism,"4,053.28",-75.19,-1.82,"148,251,000.00"
HydroPower Index,"2,571.71",-42.67,-1.63,"879,151,000.00"
Investment,101.64,-0.33,-0.32,"415,618,000.00"
Life Insurance,"17,413.71",197.79,1.15,"339,793,000.00"
Manufacturing And Processing,"5,663.50",14.06,0.25,"121,220,000.00"
Microfinance Index,"5,374.68",188.56,3.64,"2,008,210,000.00"
Mutual Fund,13.41,0.02,0.17,"15,662,500.00"
Non Life Insurance,"13,748.80",163.76,1.21,"1,072,330,000.00"
Others Index,"2,056.44",-29.72,-1.42,"760,985,000.00"
Trading Index,"3,870.63",-69.62,-1.77,"20,863,000.00"
