Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,960.60",-0.21,-0.01,"2,547,030,825.49"
Sensitive Index,349.40,-0.17,-0.04,"854,106,462.55"
Float Index,132.94,0.09,0.07,"2,441,527,876.65"
Sensitive Float Index,114.20,0.09,0.08,"851,316,412.35"
Banking SubIndex,"1,014.79",-2.61,-0.25,"121,114,054.70"
Development Bank Index,"4,016.58",-6.90,-0.17,"119,744,300.30"
Finance Index,"2,145.25",64.86,3.11,"371,877,236.30"
Hotels And Tourism,"4,921.26",-24.70,-0.49,"18,859,726.80"
HydroPower Index,"2,347.13",0.50,0.02,"376,059,652.85"
Investment,72.46,-0.35,-0.48,"67,316,641.20"
Life Insurance,"9,794.44",-37.61,-0.38,"142,968,720.10"
Manufacturing And Processing,"6,267.40",-69.12,-1.09,"168,074,044.90"
Microfinance Index,"4,317.72",116.15,2.76,"930,850,986.60"
Mutual Fund,18.06,-0.08,-0.47,"2,704,702.95"
Non Life Insurance,"10,270.02",-20.18,-0.19,"93,980,392.50"
Others Index,"1,580.38",-18.52,-1.15,"54,882,709.50"
Trading Index,"2,671.02",4.01,0.15,"3,377,134.30"
