Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,931.34",33.03,1.14,"5,773,120,409.17"
Sensitive Index,543.74,4.09,0.76,0.00
Float Index,202.32,2.32,1.16,0.00
Sensitive Float Index,177.34,1.41,0.80,0.00
Banking SubIndex,"1,909.96",-1.02,-0.05,"740,761,760.80"
Development Bank Index,"5,278.74",171.65,3.36,"502,854,487.70"
Finance Index,"2,630.06",77.47,3.04,"374,215,022.30"
Hotels And Tourism,"3,279.13",18.76,0.58,"15,784,096.60"
HydroPower Index,"3,506.64",76.42,2.23,"1,651,865,926.30"
Investment,95.73,1.96,2.09,"289,736,474.90"
Life Insurance,"16,654.94",462.40,2.86,"583,030,262.10"
Manufacturing And Processing,"7,535.59",31.48,0.42,"190,419,424.20"
Microfinance Index,"5,611.96",60.18,1.08,"374,860,904.10"
Mutual Fund,16.32,-0.02,-0.14,"80,374,566.38"
Non Life Insurance,"13,359.94",270.10,2.06,"693,623,356.10"
Others Index,"2,217.35",11.39,0.52,"216,250,773.30"
Trading Index,"3,137.10",44.79,1.45,"25,406,811.20"
