Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,977.30",6.68,0.34,"1,071,615,922.48"
Sensitive Index,383.77,0.57,0.15,"938,859,000.00"
Float Index,136.73,0.44,0.32,"1,039,140,000.00"
Sensitive Float Index,125.53,0.65,0.52,"393,361,000.00"
Banking SubIndex,"1,328.58",1.55,0.12,"160,484,956.40"
Development Bank Index,"3,564.92",55.24,1.57,"68,423,843.40"
Finance Index,"1,678.23",10.46,0.63,"60,540,066.30"
Hotels And Tourism,"2,641.57",-16.61,-0.62,"8,310,193.30"
HydroPower Index,"2,276.07",21.52,0.95,"326,319,672.70"
Investment,63.32,0.07,0.11,"31,677,424.70"
Life Insurance,"9,322.08",46.19,0.50,"29,925,407.00"
Manufacturing And Processing,"4,896.93",-8.35,-0.17,"42,019,229.20"
Microfinance Index,"4,470.02",21.60,0.49,"122,845,177.10"
Mutual Fund,14.19,-0.05,-0.35,"2,201,701.20"
Non Life Insurance,"8,085.50",147.00,1.85,"79,631,453.90"
Others Index,"1,458.67",-13.16,-0.89,"75,216,536.80"
Trading Index,"1,960.98",4.93,0.25,"3,570,180.00"
