Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,601.21",12.58,0.48,"6,257,235,624.30"
Sensitive Index,439.04,2.41,0.55,"1,595,989,385.36"
Float Index,176.00,0.88,0.50,"6,110,066,402.08"
Sensitive Float Index,146.82,0.72,0.49,"1,595,989,385.36"
Banking SubIndex,"1,348.91",2.37,0.17,"323,085,719.40"
Development Bank Index,"5,389.56",11.01,0.20,"477,196,706.80"
Finance Index,"2,701.35",61.38,2.32,"593,443,214.20"
Hotels And Tourism,"6,640.58",-5.38,-0.08,"51,983,614.50"
HydroPower Index,"3,684.60",14.82,0.40,"3,167,774,605.12"
Investment,99.94,0.37,0.37,"397,446,579.80"
Life Insurance,"12,688.36",115.24,0.91,"262,626,025.70"
Manufacturing And Processing,"6,894.92",173.05,2.57,"99,057,431.70"
Microfinance Index,"4,852.05",13.78,0.28,"362,385,064.80"
Mutual Fund,20.12,-0.09,-0.46,"10,345,961.02"
Non Life Insurance,"12,503.33",79.30,0.63,"164,188,291.06"
Others Index,"1,910.14",5.86,0.30,"210,453,968.90"
Trading Index,"4,411.41",-5.91,-0.13,"12,484,967.10"
