Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,632.96",-16.54,-0.62,"2,671,832,965.38"
Sensitive Index,455.83,-1.84,-0.40,"926,914,832.69"
Float Index,180.30,-1.02,-0.56,"2,588,376,032.79"
Sensitive Float Index,154.34,-0.58,-0.38,"926,914,832.69"
Banking SubIndex,"1,414.88",-1.35,-0.09,"306,359,347.39"
Development Bank Index,"5,592.14",-44.71,-0.79,"120,420,592.30"
Finance Index,"2,418.15",-27.84,-1.13,"149,814,639.20"
Hotels And Tourism,"7,356.46",-85.40,-1.14,"138,930,121.40"
HydroPower Index,"3,661.40",-26.90,-0.72,"1,007,413,507.10"
Investment,97.05,-0.80,-0.81,"180,039,380.80"
Life Insurance,"12,063.84",-83.65,-0.68,"85,193,403.70"
Manufacturing And Processing,"10,575.54",-122.41,-1.14,"337,720,824.50"
Microfinance Index,"4,638.50",-27.69,-0.59,"115,208,554.60"
Mutual Fund,21.61,-0.05,-0.24,"21,830,965.59"
Non Life Insurance,"10,726.15",-152.12,-1.39,"51,737,894.20"
Others Index,"1,921.72",-9.98,-0.51,"92,486,350.00"
Trading Index,"3,356.89",-10.92,-0.32,"3,051,417.60"
