Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,606.25",8.54,0.53,"1,994,543,919.00"
Sensitive Index,318.56,1.91,0.60,"2,043,980,000.00"
Float Index,112.09,0.61,0.56,"1,978,940,000.00"
Sensitive Float Index,105.31,0.56,0.54,"1,677,100,000.00"
Banking SubIndex,"1,292.05",12.10,0.95,"1,038,390,000.00"
Development Bank Index,"2,091.74",1.71,0.08,"193,729,000.00"
Finance Index,849.67,5.38,0.64,"194,153,000.00"
Hotels And Tourism,"1,734.38",-14.04,-0.80,"12,165,600.00"
HydroPower Index,"1,379.32",-6.43,-0.46,"311,518,000.00"
Life Insurance,"9,599.77",-10.09,-0.11,"105,665,000.00"
Manufacturing And Processing,"3,057.75",29.48,0.97,"42,071,000.00"
Microfinance Index,"2,535.96",0.81,0.03,"74,568,500.00"
Mutual Fund,10.61,-0.06,-0.56,"2,180,820.00"
Non Life Insurance,"7,993.84",38.52,0.48,"228,264,000.00"
Others Index,"1,039.02",5.27,0.51,"111,769,000.00"
Trading Index,"1,099.22",9.33,0.86,"3,033,020.00"
