Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,705.90",22.04,0.82,"7,451,877,102.10"
Sensitive Index,464.47,4.76,1.03,"3,427,810,549.90"
Float Index,185.83,1.76,0.95,"7,340,663,810.10"
Sensitive Float Index,158.86,1.81,1.15,"3,427,810,549.90"
Banking SubIndex,"1,411.48",23.44,1.68,"752,943,123.30"
Development Bank Index,"5,590.65",19.39,0.34,"391,176,681.40"
Finance Index,"2,476.12",-9.49,-0.38,"132,133,715.80"
Hotels And Tourism,"6,816.69",19.51,0.28,"91,613,848.10"
HydroPower Index,"3,571.86",19.20,0.54,"3,294,601,566.10"
Investment,112.72,1.53,1.37,"830,798,520.80"
Life Insurance,"13,251.12",32.93,0.24,"532,454,864.60"
Manufacturing And Processing,"7,192.83",68.12,0.95,"214,495,325.00"
Microfinance Index,"4,869.48",41.20,0.85,"418,717,076.50"
Mutual Fund,19.59,0.00,-0.01,"22,135,474.60"
Non Life Insurance,"12,549.50",31.23,0.24,"233,164,790.30"
Others Index,"2,364.37",7.21,0.30,"426,841,239.50"
Trading Index,"4,180.74",14.41,0.34,"21,723,058.70"
