Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,658.74",1.13,0.04,"7,296,760,156.00"
Sensitive Index,471.84,1.09,0.23,"6,614,910,000.00"
Float Index,182.75,-0.18,-0.10,"7,083,420,000.00"
Sensitive Float Index,152.76,-0.18,-0.12,"4,776,760,000.00"
Banking SubIndex,"1,814.42",-11.79,-0.65,"1,343,200,000.00"
Development Bank Index,"2,664.42",-13.42,-0.50,"974,505,000.00"
Finance Index,"1,242.51",-0.95,-0.08,"395,282,000.00"
Hotels And Tourism,"3,660.24",114.80,3.24,"157,309,000.00"
HydroPower Index,"2,556.69",46.49,1.85,"1,123,430,000.00"
Investment,101.41,-0.86,-0.84,"479,117,000.00"
Life Insurance,"17,422.05",-38.96,-0.22,"386,633,000.00"
Manufacturing And Processing,"5,574.85",24.80,0.45,"159,566,000.00"
Microfinance Index,"4,908.35",34.63,0.71,"805,315,000.00"
Mutual Fund,13.31,0.05,0.39,"68,462,700.00"
Non Life Insurance,"14,136.82",-106.61,-0.75,"2,109,460,000.00"
Others Index,"2,127.88",33.02,1.58,"959,572,000.00"
Trading Index,"4,567.51",132.65,2.99,"109,984,000.00"
