Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,585.75",14.71,0.94,"3,178,853,719.00"
Sensitive Index,312.35,2.19,0.71,"2,862,510,000.00"
Float Index,110.18,0.94,0.86,"3,122,780,000.00"
Sensitive Float Index,103.15,0.90,0.88,"2,184,290,000.00"
Banking SubIndex,"1,274.04",15.56,1.24,"1,070,350,000.00"
Development Bank Index,"1,970.38",23.49,1.21,"341,178,000.00"
Finance Index,786.73,2.43,0.31,"235,852,000.00"
Hotels And Tourism,"1,761.03",11.87,0.68,"20,139,400.00"
HydroPower Index,"1,277.12",-15.26,-1.18,"481,139,000.00"
Life Insurance,"9,684.16",45.03,0.47,"186,990,000.00"
Manufacturing And Processing,"3,184.47",145.26,4.78,"384,992,000.00"
Microfinance Index,"2,560.89",4.03,0.16,"109,936,000.00"
Mutual Fund,10.46,-0.35,-3.21,"7,150,760.00"
Non Life Insurance,"8,068.11",24.07,0.30,"442,774,000.00"
Others Index,"1,022.76",11.15,1.10,"301,225,000.00"
Trading Index,"1,073.10",15.77,1.49,"1,742,060.00"
