Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,657.77",24.50,0.93,"9,402,678,033.93"
Sensitive Index,444.72,3.19,0.72,"2,597,600,990.60"
Float Index,179.35,1.65,0.93,"9,239,841,800.20"
Sensitive Float Index,148.66,1.14,0.77,"2,597,600,990.60"
Banking SubIndex,"1,334.22",3.00,0.22,"425,872,669.00"
Development Bank Index,"5,864.52",229.78,4.07,"1,376,817,710.40"
Finance Index,"2,574.78",47.62,1.88,"405,458,299.10"
Hotels And Tourism,"6,815.79",46.05,0.68,"95,844,894.80"
HydroPower Index,"3,795.56",56.03,1.49,"4,510,966,712.90"
Investment,104.03,1.03,1.00,"578,257,089.40"
Life Insurance,"12,859.78",11.16,0.08,"297,444,502.70"
Manufacturing And Processing,"7,096.55",86.80,1.23,"160,734,040.30"
Microfinance Index,"4,965.81",23.87,0.48,"588,430,159.90"
Mutual Fund,20.08,0.02,0.12,"21,824,786.14"
Non Life Insurance,"12,652.41",35.89,0.28,"203,358,598.30"
Others Index,"2,085.12",35.76,1.74,"612,702,291.60"
Trading Index,"4,356.70",10.65,0.24,"14,896,829.50"
