Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,006.28",25.93,1.30,"4,800,044,601.66"
Sensitive Index,357.54,5.58,1.58,"1,656,529,656.10"
Float Index,136.15,2.00,1.49,"4,746,444,829.70"
Sensitive Float Index,117.02,2.18,1.89,"1,645,996,909.50"
Banking SubIndex,"1,044.82",11.42,1.10,"204,012,247.40"
Development Bank Index,"4,196.11",196.30,4.90,"1,040,574,375.40"
Finance Index,"2,198.96",-26.30,-1.18,"1,401,414,757.80"
Hotels And Tourism,"5,064.97",125.20,2.53,"56,032,524.90"
HydroPower Index,"2,433.38",38.79,1.62,"877,320,541.80"
Investment,74.78,0.84,1.13,"113,245,861.90"
Life Insurance,"10,123.60",96.42,0.96,"219,392,577.40"
Manufacturing And Processing,"6,548.45",23.75,0.36,"229,558,158.20"
Microfinance Index,"4,031.62",56.11,1.41,"347,906,958.90"
Mutual Fund,18.22,0.01,0.05,"2,962,548.46"
Non Life Insurance,"10,506.64",245.32,2.39,"174,403,657.90"
Others Index,"1,641.19",4.99,0.30,"114,557,150.70"
Trading Index,"2,729.72",20.40,0.75,"8,553,169.00"
