Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,076.50",5.91,0.28,"4,252,722,895.25"
Sensitive Index,372.27,2.27,0.61,"917,208,130.40"
Float Index,141.65,0.38,0.27,"4,119,516,730.70"
Sensitive Float Index,122.02,0.78,0.64,"907,371,502.40"
Banking SubIndex,"1,120.23",-2.09,-0.18,"195,622,283.40"
Development Bank Index,"4,117.98",96.07,2.38,"318,180,261.80"
Finance Index,"1,889.51",116.44,6.56,"768,166,057.40"
Hotels And Tourism,"5,361.59",-8.01,-0.14,"68,128,921.00"
HydroPower Index,"2,711.68",-3.75,-0.13,"1,782,289,022.00"
Investment,78.96,-0.16,-0.21,"177,108,621.70"
Life Insurance,"10,466.36",-28.72,-0.27,"131,730,804.10"
Manufacturing And Processing,"5,735.02",5.94,0.10,"205,867,187.60"
Microfinance Index,"3,689.35",12.58,0.34,"90,459,587.10"
Mutual Fund,18.28,0.06,0.37,"8,796,727.36"
Non Life Insurance,"10,831.95",43.70,0.40,"127,250,828.20"
Others Index,"1,772.85",18.80,1.07,"245,842,360.90"
Trading Index,"2,798.61",-10.65,-0.37,"8,870,795.50"
