Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,027.32",-16.60,-0.81,"1,806,204,764.98"
Sensitive Index,385.49,-3.42,-0.88,"1,697,900,000.00"
Float Index,140.08,-1.18,-0.84,"1,730,170,000.00"
Sensitive Float Index,126.18,-1.21,-0.95,"1,115,930,000.00"
Banking SubIndex,"1,360.62",-8.57,-0.63,"320,851,266.00"
Development Bank Index,"3,479.82",-46.21,-1.31,"123,817,047.90"
Finance Index,"1,581.83",-7.79,-0.49,"141,366,589.90"
Hotels And Tourism,"2,665.20",-31.24,-1.16,"6,106,301.50"
HydroPower Index,"2,357.90",-15.93,-0.67,"456,982,367.40"
Investment,66.27,-0.53,-0.79,"75,601,439.60"
Life Insurance,"10,100.16",-115.17,-1.13,"159,375,072.20"
Manufacturing And Processing,"5,149.38",-43.20,-0.83,"125,671,622.70"
Microfinance Index,"4,425.94",-37.36,-0.84,"182,395,756.10"
Mutual Fund,14.57,0.09,0.66,"3,803,716.19"
Non Life Insurance,"8,197.01",-33.67,-0.41,"59,718,990.30"
Others Index,"1,512.78",-22.00,-1.43,"65,753,965.70"
Trading Index,"2,085.44",-23.47,-1.11,"12,531,316.00"
