Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,100.70",4.62,0.22,"1,474,161,645.60"
Sensitive Index,402.15,1.89,0.47,"507,101,305.20"
Float Index,147.83,0.37,0.25,"1,423,216,010.80"
Sensitive Float Index,135.58,0.86,0.64,"504,778,627.20"
Banking SubIndex,"1,370.34",5.55,0.41,"267,839,004.60"
Development Bank Index,"3,673.57",-2.84,-0.08,"58,473,066.10"
Finance Index,"1,760.04",8.61,0.49,"101,056,933.70"
Hotels And Tourism,"3,260.92",8.85,0.27,"39,411,175.60"
HydroPower Index,"2,600.01",3.57,0.14,"456,739,651.00"
Investment,64.79,0.19,0.29,"56,940,548.80"
Life Insurance,"10,525.80",-82.98,-0.78,"126,312,158.50"
Manufacturing And Processing,"5,231.28",70.44,1.36,"70,098,674.20"
Microfinance Index,"4,575.29",7.24,0.16,"132,421,435.90"
Mutual Fund,14.38,-0.08,-0.55,"3,666,266.68"
Non Life Insurance,"9,022.85",-1.93,-0.02,"69,323,979.60"
Others Index,"1,494.83",3.33,0.22,"40,884,248.80"
Trading Index,"2,217.15",-1.29,-0.06,"3,715,134.00"
