Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,875.43",162.93,6.00,"285,125,835.29"
Sensitive Index,494.10,28.11,6.03,"210,033,013.60"
Float Index,198.62,11.43,6.10,"549,526,127.70"
Sensitive Float Index,168.98,9.96,6.26,"210,033,013.60"
Banking SubIndex,"1,501.38",97.19,6.92,"22,709,566.60"
Development Bank Index,"6,133.13",342.74,5.91,"52,555,453.00"
Finance Index,"2,673.42",138.69,5.47,"11,908,047.00"
Hotels And Tourism,"7,793.07",422.91,5.73,"10,086,731.30"
HydroPower Index,"3,820.70",243.75,6.81,"276,097,104.40"
Investment,113.77,7.50,7.06,"15,547,191.50"
Life Insurance,"13,660.44",610.32,4.67,"19,852,830.30"
Manufacturing And Processing,"9,875.16",497.06,5.30,"81,072,906.60"
Microfinance Index,"5,137.58",201.10,4.07,"15,144,198.50"
Mutual Fund,21.40,0.03,0.18,"530,818.96"
Non Life Insurance,"11,569.63",417.90,3.74,"3,302,547.20"
Others Index,"2,484.12",130.92,5.56,"40,045,171.90"
Trading Index,"3,931.32",282.38,7.73,"1,204,379.40"
