Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,150.99",-35.37,-1.62,"5,972,286,481.44"
Sensitive Index,402.75,-9.76,-2.37,"1,755,923,571.70"
Float Index,149.21,-2.25,-1.49,"5,917,961,273.60"
Sensitive Float Index,131.97,-3.00,-2.22,"1,749,585,876.50"
Banking SubIndex,"1,256.83",-19.66,-1.54,"570,695,101.90"
Development Bank Index,"3,914.26",-97.36,-2.43,"244,365,181.50"
Finance Index,"1,892.13",-58.36,-2.99,"350,030,448.00"
Hotels And Tourism,"5,682.04",-156.58,-2.68,"368,966,495.70"
HydroPower Index,"2,530.46",-50.65,-1.96,"800,790,600.70"
Investment,74.34,-1.47,-1.94,"303,796,726.70"
Life Insurance,"12,721.22",304.92,2.46,"1,451,800,074.90"
Manufacturing And Processing,"5,647.03",-88.34,-1.54,"414,373,266.70"
Microfinance Index,"4,173.31",-128.74,-2.99,"596,737,338.70"
Mutual Fund,14.69,-0.06,-0.40,"7,859,762.00"
Non Life Insurance,"11,439.91",-59.87,-0.52,"660,329,453.20"
Others Index,"1,575.94",-52.30,-3.21,"130,281,982.10"
Trading Index,"2,648.55",-66.51,-2.45,"25,794,603.50"
