Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,786.35",27.85,1.00,"5,986,412,600.49"
Sensitive Index,475.74,3.85,0.81,"1,855,560,872.10"
Float Index,189.22,1.83,0.98,"5,877,001,786.70"
Sensitive Float Index,160.40,1.29,0.81,"1,855,560,872.10"
Banking SubIndex,"1,469.45",12.67,0.86,"463,673,764.20"
Development Bank Index,"5,936.44",41.24,0.69,"205,706,113.30"
Finance Index,"2,405.25",13.78,0.57,"74,046,339.00"
Hotels And Tourism,"7,951.31",80.32,1.02,"239,401,418.50"
HydroPower Index,"3,962.23",58.74,1.50,"3,564,757,873.90"
Investment,103.68,0.77,0.74,"178,277,169.20"
Life Insurance,"12,597.67",81.33,0.64,"125,993,029.90"
Manufacturing And Processing,"11,433.20",153.01,1.35,"572,120,140.90"
Microfinance Index,"4,837.13",47.68,0.99,"184,317,324.60"
Mutual Fund,21.85,-0.04,-0.20,"17,143,003.39"
Non Life Insurance,"10,895.01",103.73,0.96,"60,074,000.90"
Others Index,"2,026.33",24.62,1.23,"201,915,506.50"
Trading Index,"3,779.97",12.31,0.32,"6,719,105.80"
