Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,546.15",-22.91,-1.46,"2,810,425,268.00"
Sensitive Index,307.39,-4.84,-1.55,"2,819,820,000.00"
Float Index,107.16,-1.75,-1.61,"2,764,340,000.00"
Sensitive Float Index,100.99,-1.72,-1.67,"2,317,320,000.00"
Banking SubIndex,"1,242.10",-22.36,-1.77,"837,936,000.00"
Development Bank Index,"1,812.03",-40.30,-2.18,"355,998,000.00"
Finance Index,733.58,-12.49,-1.67,"194,675,000.00"
Hotels And Tourism,"1,740.21",-15.06,-0.86,"16,366,300.00"
HydroPower Index,"1,206.89",-24.91,-2.02,"281,965,000.00"
Life Insurance,"9,646.38",-109.47,-1.12,"271,890,000.00"
Manufacturing And Processing,"3,041.19",-35.04,-1.14,"85,063,500.00"
Microfinance Index,"2,561.03",-23.24,-0.90,"262,188,000.00"
Mutual Fund,10.68,-0.08,-0.74,"7,455,170.00"
Non Life Insurance,"7,909.73",-112.66,-1.40,"854,982,000.00"
Others Index,"1,001.68",-7.22,-0.72,"214,998,000.00"
Trading Index,"1,003.70",-2.13,-0.21,"9,507,000.00"
