Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,561.27",5.74,0.37,"2,233,489,024.00"
Sensitive Index,309.57,1.23,0.40,"2,296,410,000.00"
Float Index,108.22,0.40,0.37,"2,204,940,000.00"
Sensitive Float Index,101.68,0.31,0.31,"1,502,570,000.00"
Banking SubIndex,"1,244.90",0.93,0.07,"470,375,000.00"
Development Bank Index,"1,832.31",-1.67,-0.09,"193,878,000.00"
Finance Index,755.22,9.62,1.29,"155,104,000.00"
Hotels And Tourism,"1,733.84",17.27,1.01,"9,393,440.00"
HydroPower Index,"1,296.39",55.71,4.49,"866,849,000.00"
Life Insurance,"9,696.95",-44.10,-0.45,"143,885,000.00"
Manufacturing And Processing,"3,055.09",-9.30,-0.30,"47,537,800.00"
Microfinance Index,"2,570.73",-0.52,-0.02,"150,095,000.00"
Mutual Fund,10.69,-0.01,-0.08,"8,195,280.00"
Non Life Insurance,"7,930.53",-53.97,-0.68,"296,687,000.00"
Others Index,"1,017.98",8.94,0.89,"201,975,000.00"
Trading Index,"1,089.51",70.85,6.95,"18,774,300.00"
