Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,963.55",92.22,4.93,"1,976,076,732.33"
Sensitive Index,373.71,18.25,5.14,"743,937,258.20"
Float Index,137.61,6.76,5.17,"1,956,662,575.10"
Sensitive Float Index,124.51,6.42,5.44,"739,197,059.30"
Banking SubIndex,"1,274.74",66.03,5.46,"377,331,739.40"
Development Bank Index,"3,646.79",197.80,5.74,"112,405,445.50"
Finance Index,"1,689.99",108.21,6.84,"93,717,481.90"
Hotels And Tourism,"3,347.52",118.36,3.67,"45,716,688.20"
HydroPower Index,"2,572.20",120.28,4.91,"674,387,481.60"
Investment,65.96,2.69,4.25,"80,332,907.00"
Life Insurance,"9,736.79",443.26,4.77,"94,826,981.30"
Manufacturing And Processing,"4,624.13",218.20,4.95,"180,880,621.70"
Microfinance Index,"3,553.73",172.67,5.11,"137,779,977.10"
Mutual Fund,13.80,0.39,2.87,"3,443,311.64"
Non Life Insurance,"8,728.46",343.29,4.09,"113,435,980.40"
Others Index,"1,452.29",47.55,3.38,"34,992,276.80"
Trading Index,"2,205.73",84.21,3.97,"10,854,994.20"
