Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,048.57",-15.37,-0.74,"4,313,017,713.50"
Sensitive Index,365.42,-2.61,-0.71,"577,331,290.30"
Float Index,139.14,-1.19,-0.85,"2,966,959,199.38"
Sensitive Float Index,119.80,-0.89,-0.74,"573,644,509.80"
Banking SubIndex,"1,090.97",-7.40,-0.67,"144,947,259.20"
Development Bank Index,"4,044.59",-18.24,-0.44,"206,989,834.60"
Finance Index,"1,969.85",-3.33,-0.16,"592,000,249.60"
Hotels And Tourism,"5,181.89",-53.54,-1.02,"33,725,983.00"
HydroPower Index,"2,485.44",-21.07,-0.84,"719,415,980.40"
Investment,76.29,-0.58,-0.76,"92,558,940.10"
Life Insurance,"10,390.98",-86.16,-0.82,"142,220,382.40"
Manufacturing And Processing,"6,742.27",-4.41,-0.06,"372,975,157.50"
Microfinance Index,"4,010.25",-53.65,-1.32,"395,888,091.70"
Mutual Fund,18.20,-0.07,-0.40,"2,673,942.12"
Non Life Insurance,"10,664.56",-89.80,-0.83,"93,983,850.30"
Others Index,"1,698.24",-14.10,-0.82,"148,119,510.58"
Trading Index,"2,838.02",18.52,0.65,"29,600,862.50"
