Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,700.47",-5.06,-0.18,"3,414,823,798.67"
Sensitive Index,463.66,-0.77,-0.16,"960,824,964.30"
Float Index,184.55,-0.33,-0.18,"3,306,076,955.30"
Sensitive Float Index,156.90,-0.34,-0.21,"960,824,964.30"
Banking SubIndex,"1,432.63",0.35,0.02,"348,659,794.80"
Development Bank Index,"5,730.13",-32.45,-0.56,"100,836,627.90"
Finance Index,"2,448.83",5.06,0.20,"168,837,947.20"
Hotels And Tourism,"7,630.65",-31.01,-0.40,"127,933,859.50"
HydroPower Index,"3,790.76",-4.78,-0.12,"1,702,642,986.80"
Investment,99.85,-0.62,-0.62,"242,204,023.40"
Life Insurance,"12,359.72",-18.34,-0.14,"72,041,721.80"
Manufacturing And Processing,"11,036.38",-11.99,-0.10,"265,279,472.20"
Microfinance Index,"4,729.99",2.13,0.04,"93,593,062.80"
Mutual Fund,21.88,0.04,0.19,"8,514,000.08"
Non Life Insurance,"11,106.70",-34.13,-0.30,"70,029,282.30"
Others Index,"1,985.77",-17.23,-0.86,"111,603,899.00"
Trading Index,"3,368.59",10.62,0.31,"2,414,277.60"
