Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,369.06",56.06,2.42,"2,163,990,743.33"
Sensitive Index,456.66,9.52,2.13,"2,072,160,000.00"
Float Index,162.21,3.98,2.51,"2,135,790,000.00"
Sensitive Float Index,146.47,3.45,2.41,"1,251,500,000.00"
Banking SubIndex,"1,592.88",23.37,1.49,"244,875,665.40"
Development Bank Index,"4,168.89",150.73,3.75,"176,011,442.90"
Finance Index,"1,781.43",74.20,4.35,"114,654,109.70"
Hotels And Tourism,"3,024.57",52.79,1.78,"20,415,996.90"
HydroPower Index,"2,755.04",130.34,4.97,"868,385,797.80"
Investment,78.11,2.27,3.00,"93,162,562.40"
Life Insurance,"12,154.83",217.17,1.82,"125,669,044.90"
Manufacturing And Processing,"5,494.09",70.02,1.29,"121,025,988.90"
Microfinance Index,"4,878.51",153.89,3.26,"191,025,915.10"
Mutual Fund,15.60,0.13,0.83,"4,977,161.48"
Non Life Insurance,"10,441.72",243.74,2.39,"116,972,751.00"
Others Index,"1,811.41",31.77,1.79,"53,562,835.10"
Trading Index,"2,095.56",21.15,1.02,"10,024,501.00"
