Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,871.34",27.31,1.48,"945,249,179.36"
Sensitive Index,355.45,5.79,1.66,"316,175,468.90"
Float Index,130.85,1.93,1.49,"917,095,115.20"
Sensitive Float Index,118.09,1.87,1.61,"314,880,411.90"
Banking SubIndex,"1,208.71",16.77,1.41,"207,402,126.40"
Development Bank Index,"3,448.99",79.18,2.35,"53,678,378.00"
Finance Index,"1,581.78",37.48,2.43,"30,092,033.40"
Hotels And Tourism,"3,229.16",53.22,1.68,"12,172,986.00"
HydroPower Index,"2,451.92",37.94,1.57,"299,879,999.10"
Investment,63.24,0.76,1.21,"35,171,471.40"
Life Insurance,"9,293.53",86.10,0.94,"47,886,672.60"
Manufacturing And Processing,"4,405.93",139.91,3.28,"113,470,786.60"
Microfinance Index,"3,381.06",49.75,1.49,"50,281,460.50"
Mutual Fund,13.42,0.16,1.21,"2,075,022.72"
Non Life Insurance,"8,385.17",62.92,0.76,"43,709,377.20"
Others Index,"1,404.74",17.46,1.26,"22,811,921.00"
Trading Index,"2,121.52",21.98,1.05,"537,903.00"
