Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,200.69",18.38,1.55,"842,582,150.00"
Sensitive Index,260.67,4.98,1.95,"853,981,000.00"
Float Index,89.20,1.49,1.70,"837,496,000.00"
Sensitive Float Index,84.78,1.78,2.14,"744,679,000.00"
Banking SubIndex,"1,078.62",25.87,2.46,"373,372,000.00"
Development Bank Index,"1,623.10",13.17,0.82,"231,786,000.00"
Finance Index,574.82,1.49,0.26,"74,341,900.00"
Hotels And Tourism,"1,934.60",2.97,0.15,"4,723,700.00"
HydroPower Index,943.35,0.14,0.01,"28,489,000.00"
Life Insurance,"5,958.39",12.13,0.20,"49,217,400.00"
Manufacturing And Processing,"2,419.17",4.45,0.18,"44,596,900.00"
Microfinance Index,"1,756.05",36.33,2.11,"188,183,000.00"
Mutual Fund,9.45,0.15,1.61,"944,429.00"
Non Life Insurance,"4,584.26",0.79,0.02,"117,711,000.00"
Others Index,658.03,3.56,0.54,"17,263,100.00"
Trading Index,676.85,-12.26,-1.78,"2,866,080.00"
