Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,694.82",34.42,1.29,"9,744,843,375.86"
Sensitive Index,462.27,5.52,1.20,"4,067,779,241.70"
Float Index,184.92,2.56,1.40,"9,210,047,189.10"
Sensitive Float Index,157.87,2.09,1.34,"4,067,779,241.70"
Banking SubIndex,"1,398.33",18.76,1.36,"715,352,981.30"
Development Bank Index,"5,613.61",126.95,2.31,"917,328,102.60"
Finance Index,"2,390.82",46.71,1.99,"189,200,266.70"
Hotels And Tourism,"6,778.66",47.84,0.71,"128,589,545.20"
HydroPower Index,"3,628.05",17.13,0.47,"4,563,294,195.50"
Investment,112.40,1.13,1.01,"951,129,897.30"
Life Insurance,"13,174.32",362.68,2.83,"374,703,972.70"
Manufacturing And Processing,"7,114.34",49.13,0.69,"205,064,259.30"
Microfinance Index,"4,873.04",27.30,0.56,"586,319,816.90"
Mutual Fund,19.35,0.01,0.06,"90,944,688.86"
Non Life Insurance,"12,436.19",304.94,2.51,"385,709,740.80"
Others Index,"2,307.64",20.92,0.91,"179,674,944.70"
Trading Index,"4,220.59",73.02,1.76,"13,679,466.10"
