Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,013.93",-31.52,-1.54,"1,550,582,685.37"
Sensitive Index,385.56,-4.72,-1.21,"534,329,512.10"
Float Index,139.53,-2.16,-1.52,"1,524,359,956.00"
Sensitive Float Index,127.55,-1.68,-1.30,"532,996,482.40"
Banking SubIndex,"1,269.60",-11.29,-0.88,"283,471,902.70"
Development Bank Index,"3,756.54",-86.02,-2.23,"107,835,561.50"
Finance Index,"1,712.89",-51.62,-2.92,"66,604,721.50"
Hotels And Tourism,"5,607.38",-101.34,-1.77,"116,907,936.20"
HydroPower Index,"2,093.23",-53.86,-2.50,"225,148,320.10"
Investment,70.36,-0.88,-1.24,"43,552,471.30"
Life Insurance,"11,039.91",-242.39,-2.14,"194,164,854.00"
Manufacturing And Processing,"5,274.35",-66.12,-1.23,"157,861,634.80"
Microfinance Index,"3,676.02",-56.32,-1.50,"114,411,236.20"
Mutual Fund,18.79,-0.10,-0.56,"6,263,780.87"
Non Life Insurance,"10,731.35",-243.93,-2.22,"143,705,037.10"
Others Index,"1,486.22",-16.82,-1.11,"47,360,785.10"
Trading Index,"2,873.63",-43.17,-1.48,"23,335,495.50"
