Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,054.98",1.85,0.09,"1,333,560,857.30"
Sensitive Index,397.69,0.58,0.15,"1,076,250,000.00"
Float Index,141.70,0.11,0.07,"1,283,340,000.00"
Sensitive Float Index,130.58,-0.01,-0.01,"7,350,050,000.00"
Banking SubIndex,"1,361.47",4.98,0.37,"178,591,219.40"
Development Bank Index,"3,736.49",-14.76,-0.39,"77,640,942.60"
Finance Index,"1,812.55",-6.07,-0.33,"79,946,998.19"
Hotels And Tourism,"2,755.17",-37.47,-1.34,"4,788,866.30"
HydroPower Index,"2,453.38",0.60,0.02,"572,747,432.70"
Investment,67.08,0.00,0.00,"34,028,054.40"
Life Insurance,"9,417.96",8.58,0.09,"50,570,921.70"
Manufacturing And Processing,"5,134.37",29.37,0.58,"61,345,899.60"
Microfinance Index,"4,673.72",-11.54,-0.25,"151,154,102.60"
Mutual Fund,14.58,-0.07,-0.50,"5,387,265.91"
Non Life Insurance,"8,214.87",-5.02,-0.06,"27,798,511.20"
Others Index,"1,523.14",0.58,0.04,"39,840,526.00"
Trading Index,"2,103.09",10.94,0.52,"4,886,822.00"
