Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,515.03",40.64,1.64,"5,692,316,831.00"
Sensitive Index,453.75,6.47,1.45,"5,375,800,000.00"
Float Index,173.37,2.84,1.67,"5,592,640,000.00"
Sensitive Float Index,147.21,2.15,1.48,"4,441,570,000.00"
Banking SubIndex,"1,819.07",26.82,1.50,"1,867,130,000.00"
Development Bank Index,"2,601.15",38.22,1.45,"785,727,000.00"
Finance Index,"1,151.46",23.06,2.04,"356,249,000.00"
Hotels And Tourism,"2,117.78",55.81,2.71,"12,601,200.00"
HydroPower Index,"1,970.66",30.79,1.59,"437,578,000.00"
Investment,97.66,1.86,1.94,"543,932,000.00"
Life Insurance,"17,333.59",359.17,2.12,"553,976,000.00"
Manufacturing And Processing,"5,453.47",68.31,1.27,"183,632,000.00"
Microfinance Index,"4,299.76",81.49,1.93,"593,749,000.00"
Mutual Fund,13.28,0.03,0.23,"20,568,400.00"
Non Life Insurance,"12,958.01",183.83,1.44,"1,426,950,000.00"
Others Index,"2,036.02",27.62,1.38,"750,576,000.00"
Trading Index,"3,032.19",97.34,3.32,"34,248,500.00"
