Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,935.63",-96.88,-4.77,"8,612,857,317.00"
Sensitive Index,370.24,-16.39,-4.25,"8,262,960,000.00"
Float Index,132.06,-5.86,-4.25,"8,441,310,000.00"
Sensitive Float Index,119.04,-4.33,-3.51,"6,978,850,000.00"
Banking SubIndex,"1,448.92",-44.33,-2.97,"2,427,610,000.00"
Development Bank Index,"2,105.93",-80.92,-3.69,"1,271,210,000.00"
Finance Index,853.98,-20.53,-2.35,"624,263,000.00"
Hotels And Tourism,"1,924.29",-51.97,-2.63,"23,821,900.00"
HydroPower Index,"1,543.39",-110.41,-6.68,"506,921,000.00"
Life Insurance,"12,547.40",-669.61,-5.05,"1,609,660,000.00"
Manufacturing And Processing,"4,657.35",-140.24,-2.92,"620,215,000.00"
Mutual Fund,11.25,-0.11,-0.99,"8,587,590.00"
Non Life Insurance,"9,131.95",-529.99,-5.48,"2,230,170,000.00"
Others Index,"1,534.21",-139.51,-8.39,"1,276,750,000.00"
Trading Index,"1,902.42",-86.42,-4.28,"10,504,500.00"
