Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,822.73",-11.78,-0.42,"4,582,212,579.00"
Sensitive Index,528.41,-0.04,-0.01,"5,101,600,000.00"
Float Index,194.82,-1.21,-0.62,"4,479,470,000.00"
Sensitive Float Index,172.13,-0.50,-0.29,"3,322,220,000.00"
Banking SubIndex,"1,909.43",-7.02,-0.37,"932,282,000.00"
Development Bank Index,"4,212.45",-102.42,-2.37,"688,863,000.00"
Finance Index,"2,132.76",-57.06,-2.61,"378,273,000.00"
Hotels And Tourism,"3,681.70",-59.00,-1.58,"90,617,400.00"
HydroPower Index,"2,783.25",-53.69,-1.89,"779,123,000.00"
Investment,107.22,0.59,0.55,"308,677,000.00"
Life Insurance,"16,954.54",-136.22,-0.80,"207,419,000.00"
Manufacturing And Processing,"6,171.43",231.74,3.90,"474,794,000.00"
Microfinance Index,"5,111.99",-34.18,-0.66,"317,048,000.00"
Mutual Fund,15.46,0.06,0.36,"39,966,900.00"
Non Life Insurance,"13,860.07",-156.62,-1.12,"615,909,000.00"
Others Index,"2,199.03",8.71,0.40,"518,825,000.00"
Trading Index,"3,796.86",132.20,3.61,"33,465,100.00"
