Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,858.33",-2.61,-0.14,"515,818,989.82"
Sensitive Index,365.62,0.20,0.05,"477,656,000.00"
Float Index,129.84,-0.18,-0.14,"509,376,000.00"
Sensitive Float Index,118.52,-0.01,-0.01,"365,045,000.00"
Banking SubIndex,"1,313.07",1.52,0.12,"144,227,614.90"
Development Bank Index,"3,338.68",-27.48,-0.82,"35,727,923.80"
Finance Index,"1,538.02",-17.13,-1.10,"35,982,180.00"
Hotels And Tourism,"2,562.89",10.37,0.41,"3,067,368.00"
HydroPower Index,"1,942.13",-14.18,-0.72,"117,892,996.90"
Investment,55.61,-0.35,-0.63,"23,804,595.50"
Life Insurance,"8,668.86",-26.13,-0.30,"26,536,859.60"
Manufacturing And Processing,"4,855.04",-18.01,-0.37,"32,773,838.90"
Microfinance Index,"4,193.50",-6.02,-0.14,"63,101,234.90"
Mutual Fund,13.52,0.03,0.22,"1,775,834.19"
Non Life Insurance,"7,495.07",12.77,0.17,"12,542,374.40"
Others Index,"1,307.58",4.67,0.36,"12,179,634.80"
Trading Index,"1,764.94",1.65,0.09,"1,539,504.00"
