Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,442.61",10.13,0.71,"1,327,135,218.00"
Sensitive Index,303.90,0.74,0.24,"1,219,540,000.00"
Float Index,101.45,0.61,0.61,"1,294,700,000.00"
Sensitive Float Index,100.44,0.17,0.17,"1,058,630,000.00"
Banking SubIndex,"1,246.73",3.00,0.24,"417,383,000.00"
Development Bank Index,"1,831.03",-3.65,0.20,"182,975,000.00"
Finance Index,669.81,1.49,0.22,"92,696,100.00"
Hotels And Tourism,"1,673.35",42.55,2.61,"26,157,100.00"
HydroPower Index,972.15,6.62,0.69,"31,196,200.00"
Life Insurance,"8,552.44",154.67,1.84,"158,731,000.00"
Manufacturing And Processing,"2,833.13",17.85,0.63,"50,472,400.00"
Microfinance Index,"2,456.78",27.65,1.14,"205,974,000.00"
Mutual Fund,10.59,-0.04,-0.33,"3,475,950.00"
Non Life Insurance,"6,634.38",185.70,2.88,"393,035,000.00"
Others Index,789.18,4.77,0.61,"127,911,000.00"
Trading Index,873.95,7.94,0.92,"2,089,650.00"
