Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,017.03",9.33,0.46,"3,450,838,357.20"
Sensitive Index,358.37,1.06,0.29,"540,404,699.80"
Float Index,136.99,0.55,0.40,"3,422,484,126.70"
Sensitive Float Index,117.27,0.34,0.29,"531,539,590.30"
Banking SubIndex,"1,082.37",-1.14,-0.10,"178,211,928.50"
Development Bank Index,"3,903.03",5.18,0.13,"133,637,253.00"
Finance Index,"1,814.63",29.98,1.68,"175,440,298.20"
Hotels And Tourism,"5,166.41",44.16,0.86,"65,930,839.40"
HydroPower Index,"2,541.36",23.89,0.94,"1,102,985,280.60"
Investment,76.64,0.32,0.42,"195,279,253.80"
Life Insurance,"10,020.68",-2.59,-0.02,"167,233,210.00"
Manufacturing And Processing,"6,828.71",54.42,0.80,"811,018,453.70"
Microfinance Index,"3,558.17",25.02,0.70,"141,165,963.90"
Mutual Fund,17.99,0.00,-0.03,"4,328,876.20"
Non Life Insurance,"10,429.97",29.00,0.27,"170,925,403.30"
Others Index,"1,710.83",19.85,1.17,"270,673,311.00"
Trading Index,"2,811.88",36.12,1.30,"9,982,931.30"
