Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,997.05",28.79,1.46,"8,867,714,682.00"
Sensitive Index,385.56,1.63,0.42,"9,041,980,000.00"
Float Index,136.35,1.52,1.13,"8,699,700,000.00"
Sensitive Float Index,124.41,0.44,0.35,"7,501,530,000.00"
Banking SubIndex,"1,542.37",-7.38,-0.48,"4,006,870,000.00"
Development Bank Index,"2,269.97",-48.14,-2.08,"1,022,710,000.00"
Finance Index,905.79,-5.41,-0.59,"767,944,000.00"
Hotels And Tourism,"2,028.48",4.96,0.24,"39,091,400.00"
HydroPower Index,"1,593.69",89.23,5.93,"761,943,000.00"
Life Insurance,"12,039.38",823.35,7.34,"1,005,410,000.00"
Manufacturing And Processing,"4,442.45",73.63,1.69,"291,790,000.00"
Microfinance Index,"2,924.54",37.60,1.30,"553,032,000.00"
Mutual Fund,11.60,-0.13,-1.10,"60,912,800.00"
Non Life Insurance,"9,868.18",193.04,2.00,"1,778,750,000.00"
Others Index,"1,568.58",40.28,2.64,"740,603,000.00"
Trading Index,"2,436.01",151.07,6.61,"42,348,100.00"
