Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,320.47",3.36,0.26,"1,519,976,760.00"
Sensitive Index,284.43,0.90,0.32,"1,345,880,000.00"
Float Index,93.72,0.36,0.39,"1,226,430,000.00"
Sensitive Float Index,93.80,0.62,0.67,"1,092,750,000.00"
Banking SubIndex,"1,170.03",4.67,0.40,"384,523,000.00"
Development Bank Index,"1,784.64",-10.28,-0.57,"191,771,000.00"
Finance Index,674.36,-3.48,-0.51,"79,013,300.00"
Hotels And Tourism,"2,054.21",2.32,0.11,"7,202,220.00"
HydroPower Index,"1,037.79",-0.77,-0.07,"39,695,900.00"
Life Insurance,"7,010.82",61.47,0.88,"228,142,000.00"
Manufacturing And Processing,"2,517.05",19.21,0.77,"162,976,000.00"
Microfinance Index,"2,041.17",-2.39,-0.12,"150,333,000.00"
Mutual Fund,10.27,-0.15,-1.44,"3,672,230.00"
Non Life Insurance,"5,529.94",81.17,1.49,"375,588,000.00"
Others Index,676.29,-7.44,-1.09,"16,901,200.00"
Trading Index,814.02,8.21,1.02,"10,598,300.00"
