Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,756.36",39.70,1.46,"9,312,754,840.36"
Sensitive Index,480.89,3.31,0.69,"2,439,250,972.66"
Float Index,188.72,2.03,1.09,"9,163,286,984.46"
Sensitive Float Index,159.01,1.11,0.70,"2,439,250,972.66"
Banking SubIndex,"1,505.82",4.77,0.31,"554,905,135.80"
Development Bank Index,"5,800.01",178.93,3.18,"1,237,703,466.80"
Finance Index,"3,674.25",-17.64,-0.47,"1,406,747,100.80"
Hotels And Tourism,"6,952.71",98.85,1.44,"232,034,662.40"
HydroPower Index,"3,636.85",59.94,1.67,"3,457,298,358.30"
Investment,107.79,0.84,0.79,"601,999,112.10"
Life Insurance,"13,504.38",369.79,2.81,"335,871,875.40"
Manufacturing And Processing,"6,888.39",43.79,0.63,"157,760,575.96"
Microfinance Index,"5,194.41",49.87,0.96,"825,235,756.30"
Mutual Fund,21.88,0.02,0.09,"9,154,317.80"
Non Life Insurance,"13,262.91",155.81,1.18,"161,448,020.10"
Others Index,"2,087.94",11.67,0.56,"175,929,918.30"
Trading Index,"3,870.86",328.50,9.27,"38,255,167.90"
